打 电 话 给 她 妈	l l l p r n	song song song o o o	O O O O B-contact_name E-contact_name	phone_call.make_a_phone_call

播 放 一 首 刀 郎 的 歌	v v m m n n uj n	o o o o singer singer o o	O O O O B-singer E-singer O O	music.play
播 放 一 首 那 个 九 局 的 歌	v v m m r r n n uj n	o o o o song song singer singer o o	O O O O O O B-singer E-singer O O	music.play
导 航 到 景 德 镇 人 民 公 园	v v v nr nr nr n n n n	o o o o o o o o song song	O O O B-destination I-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation

我 想 听 潮 湿 的 心	r v v a a uj n	song song o song song song song	O O O B-song I-song I-song E-song	music.play
取 消	v v	o o	O O	music.pause
没 有 了	v v ul	o o o	O O O	OTHERS
去 咸 阳 火 车 站	v ns ns n n n	o o o o song song	O B-destination I-destination I-destination I-destination E-destination	navigation.navigation

导 航 去 哈 尔 滨	v v v ns ns ns	o o o o o o	O O O B-destination I-destination E-destination	navigation.navigation
打 开 a v	v v eng eng	o o o o	O O O O	OTHERS
打 开 t v	v v eng eng	o o o o	O O O O	OTHERS
打 电 话 6 5 6 5	l l l m m m m	song song song o o o o	O O O B-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
打 电 话 给 6 5 6 5	l l l p m m m m	song song song o o o o o	O O O O B-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call

导 航 到 大 美 其 服 厂	v v v a ns ns n n	o o o o o o o o	O O O B-destination I-destination I-destination I-destination E-destination	navigation.navigation
导 航 到 达 美 溪 湖 湾	v v v v ns ns ns ns	o o o o o o o o	O O O B-destination I-destination I-destination I-destination E-destination	navigation.navigation
* 的 狗 会 自 己 拨 电 话 是 本 事	x uj n n r r v v v v r r	o o o o song song o o o o o o	O O O O O O O O O O O O	OTHERS
董 健	nr nr	o o	O O	OTHERS

青 藏 高 原	ns ns ns ns	song song song song	B-song I-song I-song E-song	music.play
青 藏 高 原	ns ns ns ns	song song song song	B-song I-song I-song E-song	music.play
叮 当 青 藏 高 原	o o ns ns ns ns	o o song song song song	O O B-song I-song I-song E-song	music.play
青 藏 高 原	ns ns ns ns	song song song song	B-song I-song I-song E-song	music.play

我 日 你 妈 卖 批	r m r n v q	o o o o o o	O O O O O O	OTHERS
点 一 首 缘 份 一 道 桥	m m m n n m m n	o o o o o o o o	O O O B-song I-song I-song I-song E-song	music.play
来 一 首 花 姐 的 等 一 分 钟	v m m nr nr uj u m m m	o o o singer singer o song song song song	O O O B-singer E-singer O B-song I-song I-song E-song	music.play
点 一 首 檐 前 雨	m m m n n n	o o o song song song	O O O B-song I-song E-song	music.play

景 县	ns ns	o o	B-destination E-destination	navigation.navigation
绛 县	ns ns	o o	B-destination E-destination	navigation.navigation
拨 打 电 话 啥 情 况	v v n n r n n	o song song song o o o	O O O O O O O	phone_call.make_a_phone_call

郭 宜 香	nr nr nr	o o o	O O O	OTHERS
王 佳	nr nr	singer singer	B-singer E-singer	music.play
回 家	n n	song song	O B-custom_destination	navigation.navigation
回 家	n n	song song	O B-custom_destination	navigation.navigation
回 家	n n	song song	O B-custom_destination	navigation.navigation

张 学 友 歌 曲	nr nr nr n n	singer singer singer o o	B-singer I-singer E-singer O O	music.play
光 辉 岁 月	nr nr t t	song song song song	B-song I-song I-song E-song	music.play
饿 狼 传 说	n n n n	song song song song	B-song I-song I-song E-song	music.play

请 播 放 我 们 都 一 样	v v v r r d r r	o o o song song song song song	O O O B-song I-song I-song I-song E-song	music.play
请 播 放 荷 塘 月 色	v v v ns ns ns ns	o o o song song song song	O O O B-song I-song I-song E-song	music.play
请 播 放 忐 忑	v v v a a	o o o song song	O O O B-song E-song	music.play

大 家 花 的 能 量	n n v uj n n	o o o o o o	O O O O O O	OTHERS
后 部	f f	o o	O O	OTHERS
柚 子	n n	o o	O O	OTHERS
霍 霍	nr nr	o o	O O	OTHERS
b o n n i e	eng eng eng eng eng eng	singer singer singer singer singer singer	B-singer I-singer I-singer I-singer I-singer E-singer	music.play
给 哥 放 一 首 s h a   l a	p nt nt m m eng eng eng x eng eng	o o o o o song song song song song song	O O O O O B-song I-song I-song I-song I-song E-song	music.play
取 消	v v	o o	O O	music.pause
你 是	r v	o o	O O	OTHERS
去 长 沙	v ns ns	o o o	O B-destination E-destination	navigation.navigation

导 航 泉 盛 涂 料	v v ns ns n n	o o o o o o	O O B-destination I-destination I-destination E-destination	navigation.navigation
播 放 不 一 样	v v d r r	o o song song song	O O B-song I-song E-song	music.play
拨 打 电 话	v v n n	o song song song	O O O O	phone_call.make_a_phone_call

放 一 首 阿 哥 阿 妹	v m m ns ns nr nr	o o o song song song song	O O O B-song I-song I-song E-song	music.play
一 首 醉 人 的 歌	m m n n uj n	song song song song song song	B-song I-song I-song I-song I-song E-song	music.play
点 一 首 爱 过 了 伤 过 了	m m m v ug ul v ug ul	o o o song song song song song song	O O O B-song I-song I-song I-song I-song E-song	music.play
爱 过 了 也 伤 过 了	v ug ul d v ug ul	song song song song song song song	B-song I-song I-song I-song I-song I-song E-song	music.play
小 点	n n	o o	O O	OTHERS

播 放 许 魏 洲 的 歌	v v nr nr nr uj n	o o singer singer singer o o	O O B-singer I-singer E-singer O O	music.play
播 放 许 魏 洲 的 歌	v v nr nr nr uj n	o o singer singer singer o o	O O B-singer I-singer E-singer O O	music.play
播 放 不 为 谁 而 做 的	v v c c r c v uj	o o o o o o o o	O O B-song I-song I-song I-song I-song E-song	music.play

难 道 县 政 府	d d n n n	o o o o o	B-destination I-destination I-destination I-destination E-destination	navigation.navigation
结 束 导 航	v v v v	o o o o	O O O O	navigation.cancel_navigation
播 放 音 乐	v v n n	o o o o	O O O O	music.play
打 电 话 给 5 5 7	l l l p m m m	song song song o o o o	O O O O B-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
请 播 放 陈 奕 迅 的 歌 曲	v v v i i z z n n	o o o singer singer singer o o o	O O O B-singer I-singer E-singer O O O	music.play

拨 打 1 3 9	v v m m m	o o o o o	O O B-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
去 吴 堡 县	v nr nr nr	o o o o	O B-destination I-destination E-destination	navigation.navigation
去 芜 湖 县	v ns ns ns	o o o o	O B-destination I-destination E-destination	navigation.navigation
退 出 导 航	v v v v	o o o o	O O O O	navigation.cancel_navigation

李 宗 盛 的 歌 曲	nr nr nr uj n n	singer singer singer o o o	B-singer I-singer E-singer O O O	music.play
武 艺 的 歌 曲	n n uj n n	singer singer o o o	B-singer E-singer O O O	music.play
博 弈 的 歌 曲	v v uj n n	o o o o o	O O O O O	music.play

北 城	ns ns	o o	B-destination E-destination	navigation.navigation
城 品 城	n n n	o o o	B-destination I-destination E-destination	navigation.navigation
打 电 话 给 攀 岩	l l l p ns ns	song song song o o o	O O O O B-contact_name E-contact_name	phone_call.make_a_phone_call

去 通 州 公 安 局	v ns ns nt nt nt	o o o o o o	O B-destination I-destination I-destination I-destination E-destination	navigation.navigation
去 滕 州 公 安 局	v nr nr nt nt nt	o o o o o o	O B-destination I-destination I-destination I-destination E-destination	navigation.navigation
吴 楠	nr nr	o o	O O	OTHERS
拨 打 电 话	v v n n	o song song song	O O O O	phone_call.make_a_phone_call

他 在 哪 里	r p r r	o o o o	O O O O	OTHERS
我 要 去 萧 山 雷 迪 森 大 酒 店	r v v nr nr nr nr nr n n n	song song o o o o o o o scene scene	O O O B-destination I-destination I-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
就 你 烦 我	d r v r	o o o o	O O O O	OTHERS
拨 打	v v	o o	O O	phone_call.make_a_phone_call

导 航 去 公 司	v v v n n	o o o custom_destination custom_destination	O O O B-custom_destination E-custom_destination	navigation.navigation
您 好 您 拨 打 的 用 户 正 忙 不 讲 话 啦 大 姨 又 不 打 电 话	l l zg v v uj n n ad ad v n n y n n d d l l l	o o o o o o o o o o o o o o o o o o song song song	O O O O O O O O O O O O O O O O O O O O O	OTHERS
郭 旃	nr nr	o o	O O	OTHERS

给 的 放 手 的 幸 福	p uj v v uj a a	o o song song song song song	O O B-song I-song I-song I-song E-song	music.play
播 放	v v	o o	O O	music.play
请 播 放 李 玲 玉 的 歌	v v v nr nr nr uj n	o o o singer singer singer o o	O O O B-singer I-singer E-singer O O	music.play

王 楠	nr nr	singer singer	O O	OTHERS
唐 宁 的 歌 曲	nr nr uj n n	singer singer o o o	B-singer E-singer O O O	music.play
不 要 了	df df ul	o o o	O O O	music.pause
取 消 导 航	v v v v	o o o o	O O O O	navigation.cancel_navigation

凤 凰 传 奇	nr nr n n	singer singer song song	B-singer I-singer I-singer E-singer	music.play
凤 凰 传 奇	nr nr n n	singer singer song song	B-singer I-singer I-singer E-singer	music.play
安 与 骑 兵	v p n n	singer singer singer singer	B-singer I-singer I-singer E-singer	music.play

区 法 院	n n n	o o o	B-destination I-destination E-destination	navigation.navigation
导 航	v v	o o	O O	navigation.open
取 消	v v	o o	O O	navigation.cancel_navigation

播 放 小 跳 蛙	v v a v ng	o o song song song	O O B-song I-song E-song	music.play
小 跳 蛙	a v ng	song song song	B-song I-song E-song	music.play
我 想 听 小 跳 蛙	r v v a v ng	song song o song song song	O O O B-song I-song E-song	music.play
播 放 青 蛙 乐 队 的 歌 曲	v v n n n n uj n n	o o singer singer singer singer o o o	O O B-singer I-singer I-singer E-singer O O O	music.play

4	x	o	O	OTHERS
哲 毅	nr nr	singer singer	B-singer E-singer	music.play
结 束 导 航	v v v v	o o o o	O O O O	navigation.cancel_navigation
取 消	v v	o o	O O	navigation.cancel_navigation

在 人 间	p n n	song song song	B-song I-song E-song	music.play
给 我 播 放 一 首 在 人 间	p r v v m m p n n	song song o o o o song song song	O O O O O O B-song I-song E-song	music.play
给 我 播 放 一 首 在 人 间	p r v v m m p n n	song song o o o o song song song	O O O O O O B-song I-song E-song	music.play
给 我 播 放 一 首 在 人 间	p r v v m m p n n	song song o o o o song song song	O O O O O O B-song I-song E-song	music.play

到 泺 口 服 装 大 厦	v g q vn vn n n	o o o o o o o	O B-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
导 航 岔 路 街	v v n n n	o o o o o	O O B-destination I-destination E-destination	navigation.navigation
返 回 主 界 面	v v b n n	o o o o o	O O O O O	OTHERS
打 电 话 给 1 3 2 0 0 0 0 4 6 0 9	l l l p m m m m m m m m m m m	song song song o o o o o o o o o o o o	O O O O B-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call

胡 歌 的 歌	nr nr uj n	singer singer o o	B-singer E-singer O O	music.play
一 场 恋 爱	m m v v	song song song song	B-song I-song I-song E-song	music.play
一 场 恋 爱	m m v v	song song song song	B-song I-song I-song E-song	music.play
b e y o n d 的	eng eng eng eng eng eng uj	singer singer singer singer singer singer o	B-singer I-singer I-singer I-singer I-singer E-singer O	music.play
b e y o n d 的 歌 曲	eng eng eng eng eng eng uj n n	singer singer singer singer singer singer o o o	B-singer I-singer I-singer I-singer I-singer E-singer O O O	music.play

播 放 梁 静 茹	v v nr nr nr	o o singer singer singer	O O B-singer I-singer E-singer	music.play
放 一 首	v m m	o o o	O O O	music.play
播 放 彭 佳 慧	v v nr nr nr	o o singer singer singer	O O B-singer I-singer E-singer	music.play

导 航 去 佳 木 斯 文 山	v v v ns ns ns n n	o o o o o o o o	O O O B-destination I-destination I-destination I-destination E-destination	navigation.navigation
去 佳 木 斯 火 车 站	v ns ns ns n n n	o o o o o song song	O B-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
打 开 电 子 眼	v v n n n	o o style style o	O O O O O	OTHERS
打 开 雷 达 测 速	v v nr nr v v	o o o o o o	O O O O O O	OTHERS
雷 达 测 速	nr nr v v	o o o o	O O O O	OTHERS
打 开 行 车 记 录 仪	v v n n n n n	o o o o o o o	O O O O O O O	OTHERS
打 开 行 车 记 录 仪 后 车 厢	v v n n n n n f n n	o o o o o o o o o o	O O O O O O O O O O	OTHERS
打 开 导 航	v v v v	o o o o	O O O O	navigation.open
打 电 话 给 6 6 1	l l l p m m m	song song song o o o o	O O O O B-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call

那 个 帽 子 打 电 话 呢	r r n n l l l y	song song o o song song song o	O O O O O O O O	OTHERS
导 航 到 锦 江 之 星	v v v ns ns u n	o o o o o o o	O O O B-destination I-destination I-destination E-destination	navigation.navigation
导 航 到 锦 江 之 星 品 尚	v v v ns ns u n n d	o o o o o o o o o	O O O B-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation

导 航 去 大 山 路 和 临 西 十 一 路	v v v a n n c ns ns m m n	o o o singer singer o o o o o o o	O O O B-destination I-destination I-destination I-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
打 电 话 给 1 3 3 0 0 0 0 5 5 7 9	l l l p m m m m m m m m m m m	song song song o o o o o o o o o o o o	O O O O B-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
文 博 宫	nr nr nr	o o o	B-destination I-destination E-destination	navigation.navigation

结 束 导 航	v v v v	o o o o	O O O O	navigation.cancel_navigation
播 放 音 乐	v v n n	o o o o	O O O O	music.play
打 电 话 给 6 6 7	l l l p m m m	song song song o o o o	O O O O B-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call

导 航 到 南 岭	v v v ns ns	o o o o o	O O O B-destination E-destination	navigation.navigation
导 航 到 南 梁 农 场	v v v ns ns n n	o o o o o o o	O O O B-destination I-destination I-destination E-destination	navigation.navigation
拨 号 6 7 0 2 4 3	v v m m m m m m	o o o o o o o o	O O B-phone_num I-phone_num I-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call

播 放 爱 江 山 更 爱 美 人	v v v ns ns d ns ns n	o o song song song song song song song	O O B-song I-song I-song I-song I-song I-song E-song	music.play
播 放 月 半 小 夜 曲	v v m m nr nr nr	o o song song song song song	O O B-song I-song I-song I-song E-song	music.play
播 放 陈 乐 基	v v nr nr nr	o o singer singer singer	O O B-singer I-singer E-singer	music.play

播 放 等 一 分 钟	v v u m m m	o o song song song song	O O B-song I-song I-song E-song	music.play
打 电 话 给 5 0 0 0 0 1 0	l l l p m m m m m m m	song song song o o o o o o o o	O O O O B-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
我 没 叫 你 会 说	r d v r v v	o o o o o o	O O O O O O	OTHERS
此 店 镇 政 府 还 要 自 己 打 车 忘 拿 包 包 了 拜 拜 这 么 多 人	r n nt nt nt c c r r v v v v v v ul ns ns r r m n	o o o o o o o song song o o o o o o o o o o o o o	O O O O O O O O O O O O O O O O O O O O O O	OTHERS
池 店 镇 政 府	n n nt nt nt	o o o o o	B-destination I-destination I-destination I-destination E-destination	navigation.navigation

请 导 清 盛 大 道	v v a a n n	o o o o o o	O O B-destination I-destination I-destination E-destination	navigation.navigation
请 播 放 音 乐	v v v n n	o o o o o	O O O O O	music.play
你 打 电 话 就 是 发 给 我 他 们 讲 唔 掂	r l l l d d vn vn r r r v y v	o song song song o o o song song o o o o o	O O O O O O O O O O O O O O	OTHERS
打 电 话 来	l l l v	song song song o	O O O O	phone_call.make_a_phone_call

叮 当 你 好	o o l l	o o o o	O O O O	OTHERS
导 航 去 鲁 能 生 态 区 酒 店	v v v nr nr n n n n n	o o o o o o o o scene scene	O O O B-destination I-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
米 蓝	m a	singer singer	O O	OTHERS
你 弄 得 好	r v v v	o o o o	O O O O	OTHERS
导 航 去 文 安 鲁 能 生 态 区 酒 店	v v v nz nz nr nr n n n n n	o o o o o o o o o o scene scene	O O O B-destination I-destination I-destination I-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
7 6 9	m m m	o o o	O O O	OTHERS

伊 泽	nr nr	o o	O O	OTHERS
4 0 0	m m m	o o o	O O O	OTHERS
奔 驰 g 4 0 0	v v eng eng eng eng	o o o o o o	O O O O O O	OTHERS
我 要 去 二 支 路 口	r v v m m s s	song song o o o o o	O O O B-destination I-destination I-destination E-destination	navigation.navigation
我 要 去 西 湖 公 园	r v v ns ns n n	song song o o o song song	O O O B-destination I-destination I-destination E-destination	navigation.navigation

打 电 话 给 6 9 2 2	l l l p m m m m	song song song o o o o o	O O O O B-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
打 电 话 给 1 5 0 0 0 0 0 9 1 9 9	l l l p m m m m m m m m m m m	song song song o o o o o o o o o o o o	O O O O B-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
李 红	nr nr	o o	O O	OTHERS
亲 爱 的 拜 拜 天 末 日	a a uj ns ns q t t	o o o o o o o o	O O O O O O O O	OTHERS
切 换 到 白 天 模 式	v v v t t n n	o o o o o o o	O O O O O O O	OTHERS

取 消	v v	o o	O O	OTHERS
我 想 听 社 会 摇	r v v n n v	song song o song song song	O O O B-song I-song E-song	music.play
战 舰	n n	o o	O O	OTHERS
阿 布	nr nr	singer singer	B-singer E-singer	music.play

白 夜	t t	o o	O O	OTHERS
李 萍	nr nr	o o	O O	OTHERS
关 滨	ns ns	o o	O O	OTHERS
猫	n	o	O	OTHERS
可 乐	a a	song song	O O	OTHERS
滚	v	o	O	OTHERS
取 消	v v	o o	O O	OTHERS
放 些 歌 听	v q n v	o o o o	O O O O	music.play
成 都	ns ns	song song	B-song E-song	music.play
来 一 首 成 都	v m m ns ns	o o o song song	O O O B-song E-song	music.play
能 不 能	v v v	o o o	O O O	OTHERS
邓 戈	nr nr	o o	O O	OTHERS
播 放 歌 曲	n n n n	o o o o	O O O O	music.play
播 放 歌 曲 换 一 首 歌	n n n n nz m m m	o o o o o o o o	O O O O O O O O	music.next
听 凉 凉	v a a	o song song	O B-song E-song	music.play

放 一 首 烟 花 树 下 的 约 定	v m m n n s s uj v v	o o o o o o o o o o	O O O B-song I-song I-song I-song I-song I-song E-song	music.play
放 一 首 樱 花 树 下 的 约 定	v m m n n n f uj v v	o o o song song song song song song song	O O O B-song I-song I-song I-song I-song I-song E-song	music.play
播 放 散 就 散	v v v d v	o o song song song	O O B-song I-song E-song	music.play

听 杨 坤 的 歌	v nrfg nrfg uj n	o singer singer o o	O B-singer E-singer O O	music.play
结 束 导 航	v v v v	o o o o	O O O O	navigation.cancel_navigation
打 给 7 6 0	v v m m m	o o o o o	O O B-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call

关 闭 音 乐	v v n n	o o o o	O O O O	music.pause
打 开	v v	o o	O O	OTHERS
发 短 信	j j j	o o o	O O O	OTHERS
发 短 信	j j j	o o o	O O O	OTHERS
发 短 信	j j j	o o o	O O O	OTHERS
韩 红 的 歌 曲	nr nr uj n n	singer singer o o o	B-singer E-singer O O O	music.play
青 藏 高 原	ns ns ns ns	song song song song	B-song I-song I-song E-song	music.play
天 路	q n	song song	B-song E-song	music.play
天 路	q n	song song	B-song E-song	music.play

请 播 放 都 选 c	v v v d v eng	o o o song song song	O O O B-song I-song E-song	music.play
请 播 放 摇 滚 版 都 选 c	v v v z z n d v eng	o o o style style o song song song	O O O B-style E-style O B-song I-song E-song	music.play
放 塑 料 袋	v n n n	o song song song	O B-song I-song E-song	music.play

来 一 首 冬 天 里 一 把 火	v m m t t f m m n	o o o o o o o o o	O O O B-song I-song I-song I-song I-song E-song	music.play
来 一 首 星 星 点 灯	v m m nz nz n n	o o o song song song song	O O O B-song I-song I-song E-song	music.play
李 强	nrfg nrfg	singer singer	O O	OTHERS
花	v	o	O	OTHERS
拼 才 会 赢	v n n n	o o o o	O O O O	OTHERS
给 我 来 一 首 爱 拼 才 会 赢	p r v m m v v n n n	song song o o o song song song song song	O O O O O B-song I-song I-song I-song E-song	music.play

呼 叫 6 6 6 6 1 1	v v m m m m m m	o o o o o o o o	O O B-phone_num I-phone_num I-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
播 放 刘 德 华 的 忘 情 水	v v nr nr nr uj i i i	o o singer singer singer o song song song	O O B-singer I-singer E-singer O B-song I-song E-song	music.play
我 要 到 合 肥	r v v n n	song song o o o	O O O B-destination E-destination	navigation.navigation

播 放 一 首 壮 志 豪 情	v v m m n n n n	o o o o song song song song	O O O O B-song I-song I-song E-song	music.play
播 放 一 首 张 文 良 的 歌	v v m m nr nr nr uj n	o o o toplist singer singer singer o o	O O O O B-singer I-singer E-singer O O	music.play
播 放 一 首 一 二 三 四 五 六 七	v v m m m m m m m m m	o o o o song song song song song song song	O O O O B-song I-song I-song I-song I-song I-song E-song	music.play

梦 中 的 兰 花 花	n f uj nr nr nr	song song song song song song	B-song I-song I-song I-song I-song E-song	music.play
甘 肃 老 家	ns ns n n	o o o o	B-destination I-destination I-destination E-destination	navigation.navigation
歌 在 飞	n p n	song song song	B-song I-song E-song	music.play

播 放 歌 曲	n n n n	o o o o	O O O O	music.play
小 睿	nrt nrt	singer singer	B-singer E-singer	music.play
播 放 下 一 首	v v f m m	o o o o o	O O O O O	music.next
播 放 歌 曲	n n n n	o o o o	O O O O	music.play

我 要 回 家	r v n n	song song song song	O O O B-custom_destination	navigation.navigation
大 同 路 9 5 号 夺 宝 奇 兵	n n n m m m i i i i	o o o o o o o o o o	B-destination I-destination I-destination I-destination I-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
大 同 路 9 5 号	n n n m m m	o o o o o o	B-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
电 话 给 件 滑	n n p q v	o o o o o	O O O B-contact_name E-contact_name	phone_call.make_a_phone_call

打 开 媒 体	v v n n	o o o o	O O O O	OTHERS
好 的	a uj	o o	O O	OTHERS
曹 杨	nr nr	o o	B-destination E-destination	navigation.navigation

叮 当	o o	o o	O O	OTHERS
凉 凉 这 首 歌	a a r n n	song song o o o	B-song E-song O O O	music.play
播 放 像 我 这 样 的 人	v v v r r r uj n	o o song song song song song song	O O B-song I-song I-song I-song I-song E-song	music.play
播 放 量 量	v v n n	o o o o	O O B-song E-song	music.play

伍 佰 的 歌	nr nr uj n	singer singer o o	B-singer E-singer O O	music.play
任 贤 齐 的 歌	nr nr nr uj n	singer singer singer o o	B-singer I-singer E-singer O O	music.play
伤 心 太 平 洋	n n ns ns ns	song song song song song	B-song I-song I-song I-song E-song	music.play

关 掉	v v	o o	O O	OTHERS
能 打 开 音 乐 吗	v v v n n y	o o o o o o	O O O O O O	music.play
比 如 说 你 要 打 电 话 给 张 三 上 面 有 的	l l l r v l l l p nr nr f f v uj	o o o o o song song song o o o o o o o	O O O O O O O O O B-contact_name E-contact_name O O O O	phone_call.make_a_phone_call
打 电 话 给 陈 先 生	l l l p nr nr nr	song song song o o o o	O O O O B-contact_name I-contact_name E-contact_name	phone_call.make_a_phone_call
晓 橙	nr nr	o o	O O	OTHERS
咖 咖	nz nz	o o	O O	OTHERS
喀 什 东 路 是 乐 橙	ns ns ns ns v a ng	o o o o o o o	B-destination I-destination I-destination E-destination O O O	navigation.navigation

天 骄 小 学 的 路	nr nr n n uj n	o o age age o o	B-destination I-destination I-destination E-destination O O	navigation.navigation
新 建 小 学 的 路 怎 么 走	ns ns n n uj n r r v	o o age age o o o o o	B-destination I-destination I-destination E-destination O O O O O	navigation.navigation
电 话 给 5 5 5 1	n n p m m m m	o o o o o o o	O O O B-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
打 电 话 给 5 5 1	l l l p m m m	song song song o o o o	O O O O B-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call

导 航 结 束	v v v v	o o o o	O O O O	navigation.cancel_navigation
导 航 结 束	v v v v	o o o o	O O O O	navigation.cancel_navigation
导 航 结 束	v v v v	o o o o	O O O O	navigation.cancel_navigation
发 给 叶 倩	vn vn nr nr	o o o o	O O O O	OTHERS
打 电 话 给 叶 倩	l l l p nr nr	song song song o o o	O O O O B-contact_name E-contact_name	phone_call.make_a_phone_call

打 电 话 给 秀 群	l l l p ag q	song song song o o o	O O O O B-contact_name E-contact_name	phone_call.make_a_phone_call
打 电 话 给 秀 群	l l l p ag q	song song song o o o	O O O O B-contact_name E-contact_name	phone_call.make_a_phone_call
结 束 导 航	v v v v	o o o o	O O O O	navigation.cancel_navigation

拨 打 电 话 1 3 6 0 0 0 0 8 0 6 5	v v n n m m m m m m m m m m m	o song song song o o o o o o o o o o o	O O O O B-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
拨 打 电 话 1 3 6 0 0 0 0 8 0 6 5	v v n n m m m m m m m m m m m	o song song song o o o o o o o o o o o	O O O O B-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
关 闭	v v	o o	O O	phone_call.cancel
我 越 想 越 觉 得 害 怕 大 家 我 说 昨 天 喝 酒 考 更 好 床 进 行 了 1 0 0 块 钱 倒 无 所 谓	r d v d v v v v n n r v t t v v v d d n v v ul m m m n n v l l l	o o o o o o o o o o song song o o scene scene o o o o o o o o o o o o o o o o	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	OTHERS
你 们 热 不 冷 吗 你 可 记 住	r r a d a y r v v v	o o o o o o o o o o	O O O O O O O O O O	OTHERS
请 系 好 安 全 带 注 意 行 车 安 全 1 7 分 前 到 达 约 定 地 点	v v a nr nr nr v v n n an an m m v v v v v v n n	o o o o o o o o o o o o song song o o o o o o o o	O O O O O O O O O O O O O O O O O O O O O O	OTHERS
导 航 技 术	v v n n	o o o o	O O O O	OTHERS

点 歌	n n	o o	O O	music.play
来 一 首 刀 郎 的 歌	v m m n n uj n	o o o singer singer o o	O O O B-singer E-singer O O	music.play
关 闭 音 乐	v v n n	o o o o	O O O O	music.pause

打 吧	v y	o o	O O	OTHERS
导 航 去 周 大 郢	v v t t a g	o o o o o o	O O O B-destination I-destination E-destination	navigation.navigation
中 大 银 泰	nt nt nt nt	o o o o	B-destination I-destination I-destination E-destination	navigation.navigation
后 来 你 家 那 个 小 孩 儿 长 治 一 中	t t r r r r n n n n n s s	song song custom_destination custom_destination song song age age o o o o o	O O O O O O O O O O O O O	OTHERS
鲍 鹏 山	nr nr nr	o o o	O O O	OTHERS
啊 你 跟 她 说 一 下 是 一 周	y r p r v m m v m m	o o o o o o o o o o	O O O O O O O O O O	OTHERS
佟 有 为	nr v p	o o o	O O O	OTHERS

打 电 话 给 吗	l l l p y	song song song o o	O O O O B-contact_name	phone_call.make_a_phone_call
打 电 话 给 吗	l l l p y	song song song o o	O O O O B-contact_name	phone_call.make_a_phone_call
我 想 听 鬼 故 事	r v v i i i	song song o o song song	O O O O O O	OTHERS
导 航	v v	o o	O O	navigation.open
吉 娅	nr nr	o o	O O	OTHERS
我 需 要 帮 忙	r v v v v	o o o o o	O O O O O	OTHERS
你 会 什 么	r v r r	o o o o	O O O O	OTHERS
我 用 什 么 方 式 唤 醒 你	r p r r n n v v r	o o o o o o song song o	O O O O O O O O O	OTHERS
讲 个 笑 话	v q n n	o o o o	O O O O	OTHERS

朱 峰	nr nr	o o	O O	OTHERS
爸 爸 去 哪 儿	n n v r r	song song song song song	B-song I-song I-song I-song E-song	music.play
歌 曲 三 年	n n m m	o o song song	O O B-song E-song	music.play
3 d 环 绕	m eng v v	o o o o	O O O O	OTHERS
你 会 打 牌 呀	r v v v y	o o o o o	O O O O O	OTHERS
播 放 歌 曲	n n n n	o o o o	O O O O	music.play

